main-news	headlines	2014	0171	1.2	6.3-magnitude earthquake hits Taiwan	7.7-magnitude earthquake hits SW Pakistan
main-news	headlines	2014	0172	0.8	Books To Help Kids Talk About Boston Marathon News	Report of two explosions at finish line of Boston Marathon
main-news	headlines	2014	0173	2.6	Tech Sector Heats Up: Google and IBM Post Strong Earnings	Google shares soar past $1,000 on strong earnings
main-news	headlines	2014	0176	1	Profiles of Kenya's presidential candidates	Italian journalist picked as presidential candidate
main-news	headlines	2014	0177	3.4	Israel frees Palestinian prisoners	Gov't committee approves release of 26 Palestinian prisoners
main-news	headlines	2014	0178	4	Philadelphia building collapses, 8-10 people may be trapped	Philadelphia building collapses; reports of people trapped
main-news	headlines	2014	0179	3	Obama meets with Mandela family	Obama meets Zuma and pays tribute to Mandela
main-news	headlines	2014	0180	3.4	U.S. Senate sets off gun control debate	U.S. Senate set to vote on gun control bill
main-news	headlines	2014	0182	1.4	Car bombing kills 53 in Damascus	Car bombings kill 13 civilians in Iraqi capital
main-news	headlines	2014	0183	2.6	'Friends of Syria' in Doha talks on arming rebels	Syria talks agree military aid to rebels
main-news	headlines	2014	0184	2	Syria condemns Israeli air strikes.	Series of deadly attacks strikes Iraq
main-news	headlines	2014	0185	5	Egypt's leader imposes state of emergency in 3 cities	Egypt president declares state of emergency in three cities
main-news	headlines	2014	0186	2.8	ABVP protesters clash with police at Jantar Mantar, throw stones	Protesters clash with police at Jantar Mantar, 5 people detained
main-news	headlines	2014	0187	2.8	Turkish PM urges to end protests in Istanbul	Turkish police fire teargas at protesters in Istanbul
main-news	headlines	2014	0189	1.8	Two men charged with terrorism offences	Saudi-born Nigerian charged with terrorism in New York
main-news	headlines	2014	0190	3.6	EU receives Nobel Peace Prize	EU Receives 2012 Nobel Peace Prize
main-news	headlines	2014	0191	2.6	Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag	San Fermin bull-running festival starts
main-news	headlines	2014	0192	2.8	Up to 21, mostly foreigners, killed in Kabul suicide attack	Briton among dead in Kabul suicide attack
main-news	headlines	2014	0193	0	Former LAPD officer sought in Irvine slayings	Former CIA officer sentenced to 30 months in prison for info leak
main-news	headlines	2014	0194	0.8	Tokyo shares close 0.88pc lower	Singapore stocks close 0.44 pct lower
main-news	headlines	2014	0195	0.6	Pakistan court demands 'blasphemy' rampage answers	Pakistan-UN report reveals alarming levels of drug use
main-news	headlines	2014	0196	3.8	Intel's McAfee Buys Cloud-Based, Networked Firewall Specialist Stonesoft For $389M In Cash	McAfee to acquire firewall Stonesoft for $389 million
main-news	headlines	2014	0197	1	4.1 magnitude quake strikes U.S	7.2 magnitude earthquake strikes Philippines
main-news	headlines	2014	0198	3.6	Bangladesh Opposition Leader Sentenced to Death for War Crimes	Bangladesh: Fugitive Sentenced to Death by War Crimes Tribunal
main-news	headlines	2014	0199	4.2	Alleged cop killer died from shot to head	Alleged cop killer died from gunshot
main-news	headlines	2014	0201	4.8	Car bomb at Swedish consulate in Libya's Benghazi, no casualties	Car Bomb Hits Swedish Consulate in Benghazi, None Hurt
main-news	headlines	2014	0202	3	Musharraf arrested in Lal Masjid case	Musharraf arrested in Pakistan
main-news	headlines	2014	0203	4.4	Iran hopes nuclear talks will yield 'roadmap'	Iran Nuclear Talks in Geneva Spur High Hopes
main-news	headlines	2014	0204	2.8	35 militants killed in Afghan raids: official	12 militants killed in Afghan raids: ministry
main-news	headlines	2014	0205	4	North Korea reportedly test-fires short-range missiles	North Korea launches short-range missiles
main-news	headlines	2014	0206	2.8	Thai protesters obstruct vote; 1 dead in violence	Thai protesters block polling stations in Bangkok
main-news	headlines	2014	0207	1.8	Venezuela's Hugo Chavez dies of cancer	Hugo Chavez: Venezuelan officials for unity
main-news	headlines	2014	0208	2.2	North Korea's third test brings it closer to nuclear power status	NATO says North Korea nuclear test is grave threat to world peace
main-news	headlines	2014	0209	4.6	North Korea conducts third nuclear test	North Korea Confirms Third Nuclear Test
main-news	headlines	2014	0210	3.6	Indian stocks open flat	Indian stocks open lower
main-news	headlines	2014	0211	5	Macau Gambling Revenue Hits Record $38 bn in 2012	Macau gambling revenue hits record US$38b in 2012
main-news	headlines	2014	0212	3.8	Israelis, Palestinians resume talks in US	Israelis, Palestinians begin talks
main-news	headlines	2014	0214	2.4	Nelson Mandela memorial service	Nelson Mandela dies: Live coverage
main-news	headlines	2014	0215	3.8	NM County Prepares for Same-Sex Marriages Hearing	Some county officials pave the way for same-sex marriage
main-news	headlines	2014	0217	4	Four U.S. Air Force helicopter crew members killed in UK crash	US Air Force helicopter crew killed in British crash
main-news	headlines	2014	0218	4.2	Tokyo to host 2020 Olympic Games	Tokyo wins race to host 2020 Olympics
main-news	headlines	2014	0219	4	Malaysia detains Australian senator at airport	Malaysia detains Australian lawmaker at airport
main-news	headlines	2014	0222	2.2	South Korea Says North Fired Missiles	North Korea launches short-range missiles
main-news	headlines	2014	0223	3	Britain shuts down plants as horse meat scandal reaches France	EU ministers 'determined' to resolve horsemeat scandal
main-news	headlines	2014	0224	3.2	US warns Syria on chemical weapons	U.S. concerns grow about Syria's chemical weapons
main-news	headlines	2014	0225	1.2	37 killed in bus crash in Italy	12 killed in bus accident in Pakistan
main-news	headlines	2014	0228	3	China yuan strengthens to 6.2689 against USD	Chinese yuan weakens to 6.2816 against USD
main-news	headlines	2014	0229	2	U.S. recognizes Syrian opposition	Russia invites Syrian opposition for talks
main-news	headlines	2014	0231	4.8	Egypt votes in new constitution	Egyptians Vote On New Constitution
main-news	headlines	2014	0232	4.4	Preston and England legend Tom Finney dies at 91	Former England great Tom Finney dies at 91
main-news	headlines	2014	0234	3	Car bomb kills one and wounds five in Benghazi	Car bomb hits Libyan Foreign Ministry in Benghazi
main-news	headlines	2014	0235	3.4	Roadside bombs kill 5 in Afghanistan	Roadside bomb kills 3 policemen in Afghanistan
main-news	headlines	2014	0236	0.4	Sri Lanka's Tamils Vote for Greater Autonomy	Syria talks for Cameron and Putin
main-news	headlines	2014	0237	3.6	French-led troops close in on Timbuktu	French-led troops control access to Timbuktu
main-news	headlines	2014	0238	1.2	Nato airstrike kills two Afghan kids	Nato solider dies in Afghanistan
main-news	headlines	2014	0239	4	Gunmen Kill 11 Foreign Tourists in Pakistan	Gunmen kill 11 foreign climbers in Pakistan
main-news	headlines	2014	0240	4	N Korea to halt work at joint industrial zone	North Korea blocks access to joint industrial zone
main-news	headlines	2014	0241	1.8	Delhi Gang Rape Suspect 'Beaten, Poisoned'	Delhi gang-rape verdict deferred again
main-news	headlines	2014	0243	1.4	France pledges military aid in Mali	Most French support military operation in Mali
main-news	headlines	2014	0245	4	Egyptians vote on divisive constitution	Egyptians vote on constitution change
main-news	headlines	2014	0246	2.8	Reid cites 'tremendous progress' in debt ceiling talks	Senate leaders appear close to US debt ceiling deal
main-news	headlines	2014	0248	2	6.2 magnitude quake jolts Sarangani	4.3-magnitude earthquake jolts SW China
main-news	headlines	2014	0249	1.2	One dead, 11 hurt in LA car chaos	6 dead, 33 hurt in Cotabato blast
main-news	headlines	2014	0250	4.2	Chairman of easyJet to step down	Chairman of British no-frills airline easyJet to step down
main-news	headlines	2014	0251	0.8	Obama renews offer to cut social safety net in big budget deal: aide	Japan urges U.S. to quickly handle budget deadlock
main-news	headlines	2014	0252	2.4	Suicide Bomber Kills 14 at Afghan Province Council	Suicide Bomber Kills 11 in Afghanistan
main-news	headlines	2014	0254	3.4	Committee nears final big immigration decisions	Senate Judiciary Committee nearing final big decisions in shaping immigration bill
main-news	headlines	2014	0255	3.8	US Troops Killed in Afghan Insider Attack	NATO troops killed in Afghan 'insider attack'
main-news	headlines	2014	0256	1.8	Mother arrested on suspicion of manslaughter after dog kills daughter	Man arrested on suspicion of murder after stabbing in Suffolk
main-news	headlines	2014	0259	3.2	Five dead, 40 missing in Canada train disaster	40 still missing in Canadian train wreck
